a,b,c,true_class,predicted_class
-1.18857,4.32812,2.15165,1.0,1.0
4.28245,2.96975,1.09297,0.0,0.0
-3.84147,-2.08519,4.68842,1.0,1.0
-1.80578,-4.06745,2.07553,1.0,1.0
2.34004,-2.14542,-2.02328,1.0,1.0
-0.31107,-4.78211,2.89323,0.0,0.0
-1.82911,3.53763,3.0263,0.0,0.0
1.61402,-1.75125,0.16317,0.0,0.0
-0.55171,-1.61118,3.48136,0.0,0.0
-0.16493,3.32723,-3.94782,0.0,0.0
-3.58975,4.7732,0.87768,0.0,0.0
0.0977,0.23156,-2.84731,1.0,1.0
2.18704,-4.15219,0.73324,1.0,1.0
0.70769,4.14188,0.26183,0.0,0.0
-3.62937,0.72753,-4.08672,1.0,1.0
-2.96206,-4.68891,0.13294,1.0,1.0
-4.15467,-0.30606,4.32945,0.0,0.0
2.19761,-4.22588,-2.7579,0.0,0.0
1.73662,3.94702,-4.67081,0.0,0.0
3.12451,0.61814,0.46091,1.0,1.0
4.57813,2.47645,3.50119,0.0,0.0
-1.46004,0.54364,1.15406,0.0,0.0
-1.78416,0.70248,-2.63345,0.0,0.0
-3.56624,-1.2603,2.3929,1.0,1.0
4.16187,-0.42286,1.42824,1.0,1.0
-3.96963,4.04464,0.68604,0.0,0.0
2.80338,2.94441,-2.43519,0.0,0.0
0.29174,4.6048,-4.10365,1.0,1.0
1.8305,4.62264,-1.99423,1.0,1.0
3.61448,4.33658,2.47086,1.0,1.0
-2.68672,-1.65999,-4.64191,1.0,1.0
3.31453,3.49611,1.3271,0.0,0.0
-1.47472,-4.23189,2.53058,0.0,0.0
2.26526,4.12603,2.30532,1.0,1.0
3.28695,2.45955,1.30687,0.0,0.0
-0.73034,4.02117,1.50969,0.0,0.0
-1.01645,-4.16531,-2.09295,0.0,0.0
0.43727,-2.24365,-2.78765,0.0,0.0
0.27394,-3.3018,3.0041,0.0,0.0
-0.15632,0.73863,-3.52617,1.0,1.0
-1.75424,-0.8991,3.08213,0.0,0.0
2.7016,-2.77023,1.16179,0.0,0.0
-2.56544,4.88247,4.52124,0.0,0.0
0.63265,1.98903,3.0143,1.0,1.0
2.20998,1.99829,4.58554,1.0,1.0
0.96456,1.36303,3.49269,0.0,1.0
1.69891,2.32933,-2.65831,0.0,0.0
-1.28733,-3.52699,0.05765,1.0,1.0
-0.44273,4.97163,1.11209,0.0,0.0
2.86445,-1.65985,3.31545,1.0,1.0
1.15085,1.96992,-2.05569,1.0,1.0
0.48638,1.34037,0.89095,0.0,1.0
4.15194,3.98273,4.70984,1.0,1.0
1.67428,4.71914,3.32478,0.0,0.0
-2.29168,-0.72564,-2.61608,0.0,0.0
-4.95803,-3.11951,-4.95939,0.0,0.0
2.19838,-0.74466,-1.87425,1.0,1.0
2.61721,3.32487,4.753,0.0,0.0
1.42014,-0.38471,-1.94736,0.0,0.0
-2.77682,-2.87074,-0.90811,0.0,0.0
4.91786,-4.99146,-3.02794,1.0,1.0
-3.11607,2.17119,-1.47515,0.0,0.0
-0.42739,-3.51376,-0.95003,0.0,0.0
-3.968,0.33043,-4.02062,1.0,1.0
2.90508,0.66602,2.23968,1.0,1.0
-0.81484,-1.18509,-4.01791,1.0,1.0
0.23856,0.14502,-0.31898,0.0,0.0
2.40518,3.32504,2.5079,1.0,1.0
-3.56134,1.2206,-4.19677,0.0,0.0
1.94622,-1.18161,-3.67501,0.0,0.0
3.62051,1.14008,-1.45275,1.0,1.0
-4.69273,0.3731,4.23226,1.0,1.0
0.9638,4.71651,-3.63549,1.0,1.0
0.68305,2.98125,0.25541,1.0,1.0
-4.08934,0.82886,1.11738,1.0,1.0
2.28709,2.61212,2.70773,0.0,0.0
1.63444,-2.84189,-0.95764,1.0,1.0
2.7613,4.53427,-4.21053,0.0,0.0
0.35537,-1.87478,-2.74606,1.0,1.0
0.05811,1.06089,-4.90228,0.0,0.0
2.80207,3.19882,4.65511,0.0,0.0
-3.19356,0.94553,-0.73375,1.0,1.0
-1.65172,0.65633,2.82383,0.0,0.0
-4.76947,4.694,3.09882,1.0,1.0
2.51154,2.60387,-1.10939,1.0,1.0
2.51621,-1.1323,3.98707,0.0,0.0
-3.22778,-2.07653,0.51338,1.0,1.0
-1.80789,-0.75763,-0.07577,1.0,1.0
3.56353,0.23192,-1.3754,1.0,1.0
-2.52264,-0.91324,0.15736,1.0,1.0
2.46115,-3.78951,-2.78391,0.0,0.0
-1.20346,-1.39602,-1.08252,0.0,0.0
2.93521,-1.75846,0.01898,0.0,0.0
1.23907,-2.67821,2.18695,0.0,0.0
0.47111,-0.53219,3.09784,1.0,1.0
-2.56505,3.83176,0.61049,0.0,0.0
1.09175,3.75059,3.17583,1.0,1.0
1.01562,2.53188,-0.66681,1.0,1.0
0.47378,-4.3793,-4.10142,0.0,0.0
3.29425,-4.40328,-3.30601,0.0,0.0
2.95833,-4.98854,-2.17596,1.0,1.0
0.84039,0.9545,2.77153,1.0,0.0
0.05926,0.09402,2.25311,1.0,1.0
-0.01376,1.08491,3.97774,0.0,0.0
-0.98549,-1.14875,-4.96451,0.0,0.0
1.13426,-4.70228,0.04148,1.0,1.0
3.04234,0.49921,-2.30364,0.0,0.0
2.86168,-2.30283,2.33032,1.0,1.0
1.10258,-3.30004,4.05134,0.0,0.0
-2.99356,4.89587,-4.9269,1.0,1.0
-2.36517,-3.0014,-4.86007,0.0,0.0
2.32368,1.93426,2.92351,1.0,1.0
-2.43301,-0.55665,1.59114,1.0,1.0
-0.60231,1.97326,1.33973,1.0,1.0
-3.85352,2.81043,2.20676,0.0,0.0
1.55834,-3.44906,-2.32004,0.0,0.0
-1.06823,-2.2007,-2.7219,0.0,0.0
3.05358,1.38232,0.65472,1.0,1.0
-2.74047,4.18077,-3.08817,1.0,1.0
2.94951,4.66673,2.27093,1.0,1.0
4.92859,1.51051,-2.8254,0.0,0.0
-2.96181,-1.75436,-4.9287,0.0,0.0
1.81698,-2.31332,3.15183,0.0,0.0
-1.40827,-0.20044,4.65689,0.0,0.0
-2.57828,2.21254,2.55118,1.0,1.0
-2.79002,0.00997,-1.49798,0.0,0.0
2.71906,1.22483,-0.24017,1.0,1.0
2.79363,-2.64844,2.53622,1.0,1.0
3.65374,3.78622,2.83674,1.0,1.0
-0.91986,4.81808,-1.20406,1.0,1.0
1.38625,-3.38926,4.80449,0.0,0.0
2.03986,2.53378,-4.34223,1.0,1.0
2.63418,2.74723,1.71773,0.0,0.0
-2.0809,-0.1031,-3.89566,0.0,0.0
-0.28413,-2.56176,-1.50903,1.0,1.0
-3.374,-2.69946,-4.23431,1.0,1.0
4.19901,0.30411,-1.03258,0.0,0.0
0.35029,1.28293,4.21879,0.0,0.0
-3.21307,-2.04448,4.75789,1.0,1.0
-1.28807,-4.77438,-3.52357,0.0,0.0
-4.73661,4.89923,-2.21129,1.0,1.0
4.23543,4.95886,0.99841,0.0,0.0
-4.66804,-4.18408,-0.18411,0.0,0.0
-0.93828,1.06177,-0.61152,1.0,1.0
4.34077,0.3474,1.93726,1.0,1.0
3.96485,-3.53128,-2.70265,1.0,1.0
-3.92681,-3.60362,0.12584,1.0,1.0
-1.78821,-0.76827,4.8249,0.0,0.0
-3.43296,0.40812,-4.01129,1.0,1.0
-1.81504,0.27526,4.46632,0.0,0.0
-1.08772,-4.35093,-1.11839,1.0,1.0
-3.54259,-2.7001,1.18091,0.0,0.0
-4.32576,-0.35276,1.09462,0.0,0.0
-0.78142,-4.80874,4.85519,0.0,0.0
-1.32884,2.78577,-1.74354,1.0,1.0
-0.24983,-1.11536,-1.57461,0.0,0.0
-4.78149,-1.39979,3.8949,1.0,1.0
1.90393,-3.54577,0.91155,0.0,0.0
3.92231,2.00034,-3.51316,0.0,0.0
3.67832,-1.98456,-0.45924,0.0,0.0
0.26143,3.50507,4.31607,0.0,0.0
4.29653,-4.92046,4.21888,1.0,1.0
-4.45613,-2.34226,0.14988,1.0,1.0
-0.20074,1.0471,-0.20554,1.0,0.0
4.34376,-2.59451,-2.25975,0.0,0.0
4.20738,-4.2326,1.09561,1.0,1.0
1.81736,0.05542,1.94232,0.0,0.0
-3.27245,3.52632,-3.59974,1.0,1.0
-0.99188,-4.24742,0.45211,0.0,0.0
1.69746,4.41222,2.39336,1.0,1.0
0.41103,4.32617,-0.21563,1.0,1.0
0.61206,0.96099,-0.9002,0.0,0.0
3.38483,-3.14824,0.54842,0.0,0.0
2.22233,4.03976,3.83918,1.0,1.0
0.0874,1.43161,-1.05762,0.0,0.0
-0.31822,4.06266,4.30704,1.0,1.0
3.95414,-3.61629,3.50084,1.0,1.0
4.48364,-1.3875,0.18646,1.0,1.0
2.79095,0.62078,4.93484,1.0,1.0
-0.44287,2.13943,2.92591,0.0,0.0
-0.059,3.56984,0.46155,0.0,0.0
-0.88349,-3.92176,-1.06586,0.0,0.0
2.33936,4.21286,-2.48321,1.0,1.0
-1.44764,-3.46039,1.90723,1.0,1.0
4.60188,1.40952,1.17077,1.0,1.0
0.5349,-4.11544,2.29504,1.0,1.0
1.0205,1.61477,3.98811,1.0,1.0
2.83961,2.80915,4.27184,1.0,1.0
4.89935,0.81283,-3.91118,0.0,0.0
-0.4087,2.87601,-4.72275,1.0,1.0
-4.43113,-4.32842,2.31036,1.0,1.0
0.01167,-1.31102,-3.94383,0.0,0.0
2.3224,-1.7898,-2.34676,0.0,0.0
1.52319,0.59011,-1.37589,0.0,0.0
1.41487,-2.28778,2.9483,1.0,1.0
-2.70681,-3.41162,2.82439,1.0,1.0
2.07892,-3.17361,-3.83754,0.0,0.0
3.38399,2.76598,-1.72743,1.0,1.0
1.58197,-3.7584,0.07048,0.0,0.0
-4.8127,-1.08398,-4.25157,1.0,1.0
-0.24853,-0.78318,-0.55615,1.0,1.0
-4.54669,-1.38384,2.56484,1.0,1.0
-1.31086,2.15172,-1.30521,0.0,0.0
-0.76761,0.63892,4.50682,1.0,1.0
-3.9114,-4.67086,1.07957,0.0,0.0
4.49097,4.89723,-0.15836,0.0,0.0
-0.31918,1.44964,0.55635,0.0,0.0
1.34088,3.73999,2.46306,1.0,1.0
-0.03123,-0.38136,1.39602,1.0,1.0
-0.44294,-0.42221,-4.83694,1.0,1.0
-3.25936,-0.11486,3.22653,1.0,1.0
-2.21273,0.22643,-1.55038,0.0,0.0
-3.95196,4.58298,3.54674,0.0,0.0
-4.21508,2.19787,-1.5242,1.0,1.0
4.9485,-1.97601,-2.61262,0.0,0.0
0.67891,3.35126,-3.07481,1.0,1.0
2.09403,-4.38593,4.18935,1.0,1.0
-4.18925,4.14231,-0.09193,0.0,0.0
-0.51909,4.73307,4.90384,1.0,1.0
1.50178,-3.72881,0.0617,0.0,0.0
0.29163,0.14446,0.69492,0.0,0.0
-4.81275,2.11227,2.12394,1.0,1.0
-3.8453,0.70239,0.68361,1.0,1.0
1.8245,-4.14602,1.26503,1.0,1.0
-2.19248,0.07003,2.73324,0.0,0.0
2.05646,-3.81097,0.91185,1.0,1.0
4.69117,-3.43231,3.52907,0.0,0.0
2.02548,2.74003,-2.18042,0.0,0.0
-2.12111,4.06019,-1.40168,1.0,1.0
-4.36985,1.00597,-3.75182,0.0,0.0
2.96596,1.41746,3.74727,1.0,1.0
2.84837,-3.87886,-1.18929,1.0,1.0
2.7456,-0.82659,4.72365,0.0,0.0
2.3574,-4.845,3.79986,0.0,0.0
-3.99195,-3.59476,2.34492,0.0,0.0
3.64969,0.3635,-2.1095,1.0,1.0
-1.48684,-1.57111,-1.73322,0.0,0.0
-2.5709,1.08867,4.00405,0.0,0.0
-1.92918,-3.13306,3.38578,1.0,1.0
2.41783,4.30837,-3.3448,1.0,1.0
-3.55749,0.41429,1.14434,1.0,1.0
-0.19827,0.98967,-3.1962,0.0,0.0
-0.20386,1.58093,-0.67294,0.0,0.0
1.79447,-0.48809,-1.664,1.0,1.0
-1.96395,-0.89098,-4.7691,1.0,1.0
1.68525,3.45106,-1.45373,0.0,0.0
-4.53967,4.86776,-2.36302,0.0,0.0
-3.73379,-1.30247,2.38557,0.0,0.0
-2.06083,0.74703,-0.8444,0.0,0.0
-3.82236,-1.69713,2.24871,1.0,1.0
1.12004,-3.80222,-3.36678,0.0,0.0
1.40733,3.13415,-1.50526,0.0,0.0
0.95311,-3.29356,-1.88624,0.0,0.0
-4.7973,2.68276,-0.9899,0.0,0.0
3.16126,2.08373,3.28744,0.0,0.0
-2.14341,-3.14891,4.71906,0.0,0.0
2.17328,3.34042,-4.86867,1.0,1.0
-1.45538,2.42817,-4.22017,0.0,0.0
0.6734,-0.70927,-4.82383,1.0,1.0
-2.64024,-2.15208,-3.8814,1.0,1.0
1.31537,-2.57602,-2.22381,0.0,0.0
3.98239,-0.32877,-1.07872,0.0,0.0
2.23871,4.09614,-4.74964,0.0,0.0
-0.51761,1.10781,-1.81437,1.0,1.0
2.72408,4.71477,4.43427,1.0,1.0
-2.34017,-2.73662,4.57491,0.0,0.0
-0.41372,-2.91702,2.06997,1.0,1.0
-2.1558,-2.32753,3.79249,1.0,1.0
-3.37521,-4.35607,-2.30814,0.0,0.0
1.06945,-3.76912,-0.28405,1.0,1.0
1.27337,3.48737,-2.7013,0.0,0.0
3.17346,-2.65094,1.76767,1.0,1.0
-0.69326,-3.85319,2.14263,0.0,0.0
-2.82237,-3.23377,-1.41677,1.0,1.0
1.5329,-2.66004,-3.16338,0.0,0.0
-4.90046,-0.28357,-0.71354,1.0,1.0
-2.66132,-4.46348,-0.70744,0.0,0.0
2.88205,2.15282,3.60795,1.0,1.0
-4.90417,4.66419,-1.58588,0.0,0.0
4.90398,-2.47381,-0.28464,0.0,0.0
-1.46072,-1.44239,3.42282,0.0,0.0
2.46419,4.92151,1.13515,0.0,0.0
-0.36743,-4.09926,4.96561,1.0,1.0
0.51531,2.00477,-0.93258,1.0,1.0
0.47716,4.42578,-3.33581,1.0,1.0
-2.07627,-3.4794,2.92216,1.0,1.0
-4.37955,-4.18368,-2.01506,0.0,0.0
0.14188,-0.93725,-4.55184,0.0,0.0
4.57492,4.5287,-2.20644,1.0,1.0
2.31526,0.78575,-2.62523,1.0,1.0
-2.37828,-0.08847,-0.80763,1.0,1.0
-2.08771,3.07512,-0.18537,0.0,0.0
1.54848,-3.10726,0.33508,0.0,0.0
-1.82024,0.26414,2.80826,0.0,1.0
2.68913,-1.45779,1.94277,0.0,0.0
4.4129,1.25669,-3.5159,1.0,1.0
1.79709,-3.95096,3.7211,0.0,0.0
0.1666,-1.14859,-4.42993,1.0,1.0
-1.19216,4.03207,-4.79017,1.0,1.0
-0.25352,4.31158,-1.05159,1.0,1.0
-0.71824,0.7856,-0.37063,1.0,1.0
-3.31398,-4.81444,1.09812,0.0,0.0
4.20807,-3.93636,-2.89047,1.0,1.0
-1.29771,3.08742,-2.3074,0.0,0.0
3.82054,-4.45042,4.40957,1.0,1.0
0.60747,1.58778,-1.3231,0.0,0.0
2.81994,-3.33434,-4.51088,0.0,0.0
-1.04483,3.53696,2.54927,0.0,0.0
0.17156,0.72138,-3.70107,0.0,0.0
3.40682,2.8696,1.5647,1.0,1.0
-0.33809,4.64459,3.79032,1.0,1.0
1.4443,-1.28199,1.18022,1.0,1.0
0.75441,-1.05758,-1.93326,1.0,1.0
-0.92989,0.73911,-0.71865,1.0,1.0
-2.36426,2.60963,0.31467,0.0,0.0
-4.32325,-1.31683,3.84913,1.0,1.0
2.55237,-1.76753,4.38183,0.0,0.0
-4.23397,4.61235,-2.54295,1.0,1.0
-4.90906,-0.66192,-1.4103,1.0,1.0
0.39089,2.96773,3.42431,0.0,0.0
-0.9877,-0.70154,-3.51822,0.0,0.0
-4.52452,1.41215,-4.35562,1.0,1.0
2.3383,0.3909,-3.01417,1.0,1.0
0.39523,-3.17002,-0.61263,1.0,1.0
2.9956,-0.38081,-3.51301,1.0,1.0
2.23829,-3.13232,2.3855,0.0,0.0
-0.20648,-0.46258,3.51435,0.0,0.0
2.08604,-4.67089,-2.03826,0.0,0.0
3.70921,-4.81674,0.45253,1.0,1.0
2.27826,1.21856,2.60532,0.0,0.0
2.25692,1.92031,3.2154,1.0,1.0
1.45691,-0.97582,-0.28091,1.0,1.0
2.16725,3.76306,-2.27781,1.0,1.0
-1.57923,4.30739,0.78512,0.0,0.0
-3.21038,1.63695,4.90762,0.0,0.0
3.23454,2.45741,-2.91953,1.0,1.0
3.7614,0.25789,3.8929,1.0,1.0
-1.70172,-4.37949,-0.24024,1.0,1.0
-2.30162,2.15229,4.57107,1.0,1.0
1.90974,3.86934,-0.46976,0.0,0.0
2.71641,3.43043,2.10876,0.0,0.0
0.07777,1.25866,2.00507,0.0,1.0
-2.46916,3.09579,4.50325,1.0,1.0
-0.34761,2.01067,2.37026,0.0,0.0
1.62248,0.47115,3.81648,1.0,1.0
-0.51073,-4.38897,3.44556,1.0,1.0
1.73981,3.49259,-3.61453,0.0,0.0
-4.69247,4.34375,-3.52272,1.0,1.0
3.09652,3.2321,2.08705,1.0,1.0
-3.68738,1.67399,3.89087,1.0,1.0
-0.74468,-0.86483,-0.57142,0.0,0.0
-4.17728,3.92026,3.69183,0.0,0.0
4.97909,0.85183,2.51192,0.0,0.0
-2.97328,1.67529,1.49733,0.0,0.0
4.01209,3.30793,4.38466,0.0,0.0
3.68833,3.68694,-4.36277,1.0,1.0
3.45962,1.07478,-1.19556,0.0,0.0
-4.43485,1.77674,-1.71798,1.0,1.0
-0.32224,1.81728,4.11775,1.0,1.0
3.25437,-0.49403,-1.12217,0.0,0.0
-2.6022,-1.27573,-3.88954,1.0,1.0
4.71106,0.73917,-3.72194,1.0,1.0
-1.47194,0.47039,0.32886,1.0,1.0
-4.64497,4.50841,-2.24624,0.0,0.0
-4.83815,-4.23556,0.80195,1.0,1.0
-3.62214,-4.58275,-1.20374,0.0,0.0
1.22761,-3.8816,-1.86672,1.0,1.0
-0.82239,-3.4054,0.06074,1.0,1.0
-4.14786,-4.53482,0.19835,0.0,0.0
-2.52103,-4.04626,-0.76087,0.0,0.0
4.15141,2.24192,3.15616,1.0,1.0
3.71914,4.72628,2.63247,1.0,1.0
1.08408,-1.34574,-3.18357,1.0,1.0
1.8666,4.9495,-0.32641,0.0,0.0
2.23679,-0.04908,-0.68067,0.0,0.0
-0.89694,0.04625,-1.33104,0.0,0.0
2.48773,3.74272,3.82885,1.0,1.0
-2.72301,3.95909,-1.58449,0.0,0.0
-1.90692,2.26756,-1.95304,0.0,0.0
-4.47034,-1.26382,2.21466,0.0,0.0
-1.73042,1.29559,1.60119,1.0,1.0
2.33736,3.9713,-0.67436,1.0,1.0
-3.33568,-1.81074,-0.67833,1.0,1.0
2.13891,-4.86878,-1.84215,1.0,1.0
2.79843,1.70858,2.3174,0.0,0.0
3.11811,2.83236,1.82183,0.0,0.0
-0.60338,4.83598,0.69073,1.0,1.0
-2.97231,-2.07187,1.93562,1.0,1.0
4.2474,-3.2128,-4.17654,0.0,0.0
3.81531,4.15278,-2.23621,1.0,1.0
-1.22714,1.60188,-1.7007,1.0,1.0
3.77159,-3.92421,-4.62018,1.0,1.0
-2.91514,-2.13912,-3.87073,1.0,1.0
-4.3431,2.55608,-3.35723,1.0,1.0
4.13922,-1.32,1.70606,0.0,0.0
-2.74598,-2.59677,0.74709,1.0,1.0
0.60643,2.68729,2.57813,1.0,1.0
1.70688,-0.50869,3.9064,0.0,0.0
1.22578,4.90198,3.1937,0.0,0.0
-4.5569,-1.79406,0.71876,1.0,1.0
2.2147,0.50336,2.8613,0.0,0.0
-2.17344,-3.16088,-4.46083,1.0,1.0
0.73314,1.886,-1.7385,0.0,0.0
1.13584,-4.47843,-4.00707,1.0,1.0
2.01755,-1.3193,1.71334,1.0,1.0
3.31721,3.52622,-3.27832,0.0,0.0
-0.13714,2.33927,2.73981,0.0,0.0
2.84676,-2.71833,-3.07465,0.0,0.0
0.90012,2.41086,-1.8086,0.0,0.0
-3.95295,2.16746,-2.00302,0.0,0.0
-3.33637,-3.52276,-1.8509,0.0,0.0
0.92678,-1.41598,-4.79338,1.0,1.0
-4.03092,-2.09497,1.59704,1.0,1.0
-4.01485,0.60657,-3.80114,0.0,0.0
-2.88385,-3.27811,-4.32771,0.0,0.0
1.7133,-0.36596,3.31053,0.0,0.0
-4.01109,-3.55267,-1.93542,1.0,1.0
2.65866,-1.94241,-0.91581,0.0,0.0
-1.98396,-4.19776,4.39434,0.0,0.0
0.48539,2.87833,1.58357,0.0,0.0
0.14254,-4.10322,1.42734,1.0,1.0
-3.4463,-0.85617,1.29113,1.0,1.0
2.82229,1.85045,1.71534,1.0,1.0
-3.50958,-1.53871,-4.57088,0.0,0.0
2.19477,4.52586,-2.3589,0.0,0.0
-4.12303,-0.2443,3.56698,0.0,0.0
0.51974,-4.53223,4.74272,1.0,1.0
3.2865,-3.68406,4.21798,0.0,0.0
-0.49312,-1.28102,-0.38947,0.0,0.0
3.34572,1.5948,-4.40752,0.0,0.0
4.57604,-3.52216,2.45568,1.0,1.0
1.36137,-3.12472,-3.29268,0.0,0.0
3.70328,-0.80305,1.54577,1.0,1.0
0.04071,2.27354,-0.20758,1.0,1.0
-2.1262,-1.36617,3.59078,0.0,0.0
-0.31965,-2.86551,4.34605,1.0,1.0
2.966,-4.44334,4.98943,1.0,1.0
1.94927,-3.39733,-2.62832,1.0,1.0
1.92445,2.79761,-2.60964,0.0,0.0
-2.43031,-1.92879,0.98018,0.0,0.0
-3.28184,-3.95757,1.78864,1.0,1.0
2.79098,0.00929,-1.36167,0.0,0.0
-0.67957,-1.11592,4.59985,1.0,1.0
2.6809,-2.91913,-1.15811,1.0,1.0
0.44012,1.12986,-0.31816,1.0,1.0
3.10127,2.67606,0.05158,0.0,0.0
3.54429,2.5109,2.78582,1.0,1.0
4.56401,-2.33533,-2.32352,1.0,1.0
3.88952,2.72226,4.26546,1.0,1.0
-4.3687,1.27757,-3.55372,0.0,0.0
0.03897,-3.44253,-3.71921,1.0,1.0
-4.87832,1.30239,-1.40977,0.0,0.0
-3.94812,-1.77162,-3.31056,0.0,0.0
4.41695,-1.79995,-1.66046,1.0,1.0
3.39858,1.47756,2.10172,1.0,1.0
1.36002,4.46196,-2.92999,0.0,0.0
4.89039,3.30956,0.88973,1.0,1.0
1.62372,1.48826,-4.41604,0.0,0.0
-2.81984,4.61471,0.34364,0.0,0.0
-1.21646,2.62038,0.24519,1.0,1.0
-4.86837,2.36238,2.32218,0.0,0.0
-3.34851,4.5666,-2.76092,1.0,1.0
-0.42251,-3.85264,1.03282,1.0,1.0
-1.24549,-1.46827,3.26977,0.0,0.0
-4.90438,2.97947,0.71449,1.0,1.0
4.86099,0.89443,-4.44621,0.0,0.0
-4.49355,3.83153,3.41214,1.0,1.0
-1.5411,1.18032,-0.10409,1.0,1.0
4.67164,4.49961,4.83839,1.0,1.0
3.66449,4.09552,-2.82721,0.0,0.0
3.31007,2.08857,4.62787,0.0,0.0
0.71262,-4.14833,0.97399,0.0,0.0
1.86581,-2.79679,-1.05887,1.0,1.0
0.98503,-1.25894,-1.25052,1.0,1.0
-3.66913,4.40747,2.50494,0.0,0.0
-4.98757,2.65613,2.39795,0.0,0.0
-4.90269,-1.30396,1.06748,1.0,1.0
-0.47249,2.77986,-0.74542,0.0,0.0
-3.46137,4.76416,-2.5796,0.0,0.0
2.17692,-3.56844,-1.70987,1.0,1.0
-0.57972,-3.07768,-0.5004,0.0,0.0
-3.42837,0.59007,1.63713,1.0,1.0
-4.37566,3.71132,-3.14859,0.0,0.0
-2.74638,1.6135,-0.31249,0.0,0.0
-0.00604,-3.71845,3.05736,0.0,0.0
1.17054,-3.64618,-1.26001,1.0,1.0
3.1041,0.68355,-3.91351,1.0,1.0
-1.27223,-2.57306,0.17466,0.0,0.0
3.43361,-0.63733,-0.66658,1.0,1.0
4.05351,0.76185,0.66191,0.0,0.0
-2.3809,1.07723,0.7591,0.0,0.0
-1.03149,4.90696,3.81891,1.0,1.0
2.49586,0.37346,-0.3794,1.0,1.0
-3.15103,-1.94263,2.73961,1.0,1.0
-0.46251,3.8227,-3.52089,1.0,1.0
0.08347,1.46966,0.16848,0.0,0.0
3.89227,4.89563,-3.84165,1.0,1.0
-3.70045,-3.69676,1.81177,1.0,1.0
-1.27324,2.33315,-0.94529,0.0,0.0
1.27607,2.69858,0.48216,0.0,0.0
0.39504,-4.11766,-0.89218,0.0,0.0
0.45777,-0.38019,4.00782,0.0,0.0
4.06531,3.21917,-1.24702,0.0,0.0
2.17299,-1.04712,-2.67406,1.0,1.0
-1.57097,-4.29035,-1.68222,1.0,1.0
-0.39258,4.55481,-1.86589,0.0,0.0
4.02454,-2.71142,-3.09031,1.0,1.0
0.18995,1.72511,-4.55668,0.0,0.0
-2.78934,-0.44316,-1.68996,1.0,1.0
2.12621,0.11161,-3.39641,1.0,1.0
3.94465,-2.07094,2.31131,1.0,1.0
2.79916,4.63158,-0.01493,1.0,1.0
1.15836,-1.65124,1.78179,0.0,0.0
-0.36617,-0.62348,3.55468,1.0,1.0
-4.49831,3.81962,3.5207,1.0,1.0
0.06366,-0.09797,-1.38193,1.0,1.0
4.94174,-3.88831,0.90215,1.0,1.0
1.81682,4.3433,2.80203,1.0,1.0
1.43847,-3.83188,-1.26266,1.0,1.0
-3.61158,3.81213,2.49621,1.0,1.0
2.57537,1.52257,0.07044,1.0,1.0
-3.50029,-1.70305,-3.63084,0.0,0.0
2.24913,-3.39771,2.02114,0.0,0.0
1.92255,-0.40696,-3.64771,1.0,1.0
-1.85199,-1.79907,2.00385,0.0,0.0
-3.86257,3.29069,2.61007,1.0,1.0
-3.13693,2.19164,1.68513,0.0,0.0
2.48121,-3.11071,-3.4241,0.0,0.0
-2.63516,-1.34128,2.93665,1.0,1.0
2.37924,4.25452,-4.4137,0.0,0.0
-4.88444,1.99139,-2.20713,0.0,0.0
-1.65921,0.46802,-3.97587,0.0,0.0
1.42694,-1.74853,1.32715,1.0,1.0
3.34007,-3.28889,4.30873,1.0,1.0
0.30688,4.22928,-2.9227,1.0,1.0
1.04563,-0.96113,2.74222,0.0,0.0
1.05909,-0.05485,4.12985,1.0,1.0
-1.22883,-2.8002,1.08101,0.0,0.0
1.24028,-0.60905,-0.1339,0.0,0.0
4.59553,2.32686,-3.89398,0.0,0.0
-2.8787,4.75577,2.26466,0.0,0.0
4.15045,-1.96139,2.41867,0.0,0.0
2.14003,-2.0531,0.50816,0.0,0.0
1.27415,-0.18868,3.27179,0.0,0.0
3.32869,3.50601,3.03424,1.0,1.0
-0.11917,-1.18562,3.31376,0.0,0.0
-0.09799,-2.53629,0.07344,1.0,1.0
-3.5815,1.91629,-1.64079,1.0,1.0
-2.39341,4.56509,2.76881,0.0,0.0
2.8707,1.23722,3.39173,1.0,1.0
2.59162,0.98774,4.61124,1.0,1.0
-3.08405,4.4338,-0.98562,1.0,1.0
0.28399,-3.77261,0.40107,1.0,1.0
1.11207,4.97702,4.75192,1.0,1.0
4.66397,-1.51612,4.91266,0.0,0.0
-0.44522,3.51836,-2.8368,0.0,0.0
0.05833,4.66012,4.47031,1.0,1.0
1.83735,2.97814,-3.23573,1.0,1.0
2.21659,1.18051,-4.08448,1.0,1.0
-3.86841,-3.91556,2.24357,1.0,1.0
-3.58285,-0.32268,-1.43018,0.0,0.0
0.50504,2.06476,1.84723,1.0,0.0
0.1552,-0.35665,-1.02184,1.0,1.0
3.6191,-1.69148,-2.40634,0.0,0.0
2.43315,-1.40237,3.46999,0.0,0.0
-1.72111,2.01945,-4.54891,1.0,1.0
-1.14437,-1.5677,3.16679,1.0,1.0
4.67055,-0.39119,3.24836,0.0,0.0
1.99695,4.67386,3.11109,0.0,0.0
-4.22522,2.13282,0.355,1.0,1.0
-4.83564,-2.48687,4.21755,0.0,0.0
4.26061,2.9885,4.8178,0.0,0.0
3.06545,-4.89796,-2.12166,1.0,1.0
